Model,TBS1072C
-9.776e+00,-31.4
-9.760e+00,-32.2
-9.744e+00,-33
-9.728e+00,-33
-9.712e+00,-33.8
-9.696e+00,-33.8
-9.680e+00,-34.6
-9.664e+00,-34.6
-9.648e+00,-34.6
-9.632e+00,-34.6
-9.616e+00,-34.6
-9.600e+00,-33.8
-9.584e+00,-33.8
-9.568e+00,-33
-9.552e+00,-33
-9.536e+00,-32.2
-9.520e+00,-31.4
-9.504e+00,-30.6
-9.488e+00,-29.8
-9.472e+00,-29
-9.456e+00,-28.2
-9.440e+00,-27.4
-9.424e+00,-26.6
-9.408e+00,-25
-9.392e+00,-24.2
-9.376e+00,-21.8
-9.360e+00,-21
-9.344e+00,-19.4
-9.328e+00,-17.8
-9.312e+00,-16.2
-9.296e+00,-14.6
-9.280e+00,-13
-9.264e+00,-12.2
-9.248e+00,-10.6
-9.232e+00,-9
-9.216e+00,-6.6
-9.200e+00,-5.8
-9.184e+00,-3.4
-9.168e+00,-2.6
-9.152e+00,-1
-9.136e+00,0.6
-9.120e+00,2.2
-9.104e+00,3.8
-9.088e+00,5.4
-9.072e+00,7
-9.056e+00,7.8
-9.040e+00,10.2
-9.024e+00,11
-9.008e+00,12.6
-8.992e+00,14.2
-8.976e+00,15.8
-8.960e+00,16.6
-8.944e+00,18.2
-8.928e+00,19
-8.912e+00,20.6
-8.896e+00,21.4
-8.880e+00,22.2
-8.864e+00,23
-8.848e+00,23.8
-8.832e+00,25.4
-8.816e+00,25.4
-8.800e+00,26.2
-8.784e+00,27
-8.768e+00,27
-8.752e+00,27
-8.736e+00,27.8
-8.720e+00,27.8
-8.704e+00,28.6
-8.688e+00,28.6
-8.672e+00,28.6
-8.656e+00,28.6
-8.640e+00,28.6
-8.624e+00,27
-8.608e+00,27
-8.592e+00,27
-8.576e+00,26.2
-8.560e+00,25.4
-8.544e+00,24.6
-8.528e+00,23.8
-8.512e+00,23
-8.496e+00,23
-8.480e+00,21.4
-8.464e+00,19.8
-8.448e+00,19.8
-8.432e+00,18.2
-8.416e+00,17.4
-8.400e+00,15.8
-8.384e+00,15
-8.368e+00,13.4
-8.352e+00,12.6
-8.336e+00,11
-8.320e+00,9.4
-8.304e+00,7.8
-8.288e+00,7
-8.272e+00,5.4
-8.256e+00,3.8
-8.240e+00,2.2
-8.224e+00,1.4
-8.208e+00,-0.2
-8.192e+00,-1.8
-8.176e+00,-2.6
-8.160e+00,-3.4
-8.144e+00,-5
-8.128e+00,-6.6
-8.112e+00,-8.2
-8.096e+00,-9
-8.080e+00,-10.6
-8.064e+00,-12.2
-8.048e+00,-13
-8.032e+00,-13.8
-8.016e+00,-15.4
-8.000e+00,-16.2
-7.984e+00,-17.8
-7.968e+00,-18.6
-7.952e+00,-19.4
-7.936e+00,-20.2
-7.920e+00,-21
-7.904e+00,-21.8
-7.888e+00,-22.6
-7.872e+00,-22.6
-7.856e+00,-23.4
-7.840e+00,-25
-7.824e+00,-25
-7.808e+00,-25
-7.792e+00,-25
-7.776e+00,-25.8
-7.760e+00,-25.8
-7.744e+00,-25.8
-7.728e+00,-25.8
-7.712e+00,-25.8
-7.696e+00,-25.8
-7.680e+00,-25
-7.664e+00,-25
-7.648e+00,-25
-7.632e+00,-24.2
-7.616e+00,-24.2
-7.600e+00,-23.4
-7.584e+00,-23.4
-7.568e+00,-22.6
-7.552e+00,-21.8
-7.536e+00,-21
-7.520e+00,-20.2
-7.504e+00,-19.4
-7.488e+00,-18.6
-7.472e+00,-17
-7.456e+00,-16.2
-7.440e+00,-15.4
-7.424e+00,-13.8
-7.408e+00,-13
-7.392e+00,-12.2
-7.376e+00,-10.6
-7.360e+00,-9.8
-7.344e+00,-8.2
-7.328e+00,-7.4
-7.312e+00,-6.6
-7.296e+00,-4.2
-7.280e+00,-3.4
-7.264e+00,-2.6
-7.248e+00,-1.8
-7.232e+00,-0.2
-7.216e+00,1.4
-7.200e+00,2.2
-7.184e+00,3
-7.168e+00,4.6
-7.152e+00,5.4
-7.136e+00,6.2
-7.120e+00,7
-7.104e+00,8.6
-7.088e+00,10.2
-7.072e+00,10.2
-7.056e+00,11.8
-7.040e+00,12.6
-7.024e+00,14.2
-7.008e+00,15
-6.992e+00,15.8
-6.976e+00,16.6
-6.960e+00,17.4
-6.944e+00,18.2
-6.928e+00,19
-6.912e+00,19
-6.896e+00,19.8
-6.880e+00,19.8
-6.864e+00,20.6
-6.848e+00,20.6
-6.832e+00,20.6
-6.816e+00,21.4
-6.800e+00,21.4
-6.784e+00,21.4
-6.768e+00,21.4
-6.752e+00,21.4
-6.736e+00,21.4
-6.720e+00,20.6
-6.704e+00,20.6
-6.688e+00,20.6
-6.672e+00,19.8
-6.656e+00,19.8
-6.640e+00,19
-6.624e+00,18.2
-6.608e+00,17.4
-6.592e+00,17.4
-6.576e+00,16.6
-6.560e+00,15.8
-6.544e+00,15
-6.528e+00,14.2
-6.512e+00,13.4
-6.496e+00,12.6
-6.480e+00,11.8
-6.464e+00,11
-6.448e+00,10.2
-6.432e+00,8.6
-6.416e+00,7.8
-6.400e+00,7
-6.384e+00,5.4
-6.368e+00,4.6
-6.352e+00,3.8
-6.336e+00,2.2
-6.320e+00,1.4
-6.304e+00,0.6
-6.288e+00,-0.2
-6.272e+00,-1.8
-6.256e+00,-2.6
-6.240e+00,-3.4
-6.224e+00,-4.2
-6.208e+00,-5.8
-6.192e+00,-6.6
-6.176e+00,-7.4
-6.160e+00,-8.2
-6.144e+00,-9
-6.128e+00,-9.8
-6.112e+00,-11.4
-6.096e+00,-11.4
-6.080e+00,-13
-6.064e+00,-13.8
-6.048e+00,-13.8
-6.032e+00,-14.6
-6.016e+00,-15.4
-6.000e+00,-16.2
-5.984e+00,-17
-5.968e+00,-17
-5.952e+00,-17.8
-5.936e+00,-17.8
-5.920e+00,-18.6
-5.904e+00,-18.6
-5.888e+00,-18.6
-5.872e+00,-19.4
-5.856e+00,-18.6
-5.840e+00,-19.4
-5.824e+00,-19.4
-5.808e+00,-19.4
-5.792e+00,-19.4
-5.776e+00,-18.6
-5.760e+00,-18.6
-5.744e+00,-18.6
-5.728e+00,-17.8
-5.712e+00,-18.6
-5.696e+00,-17.8
-5.680e+00,-17
-5.664e+00,-17
-5.648e+00,-16.2
-5.632e+00,-15.4
-5.616e+00,-15.4
-5.600e+00,-13.8
-5.584e+00,-13.8
-5.568e+00,-13
-5.552e+00,-12.2
-5.536e+00,-11.4
-5.520e+00,-10.6
-5.504e+00,-9.8
-5.488e+00,-9.8
-5.472e+00,-8.2
-5.456e+00,-7.4
-5.440e+00,-6.6
-5.424e+00,-5.8
-5.408e+00,-4.2
-5.392e+00,-4.2
-5.376e+00,-3.4
-5.360e+00,-1.8
-5.344e+00,-1
-5.328e+00,-0.2
-5.312e+00,0.6
-5.296e+00,1.4
-5.280e+00,2.2
-5.264e+00,3
-5.248e+00,3.8
-5.232e+00,4.6
-5.216e+00,5.4
-5.200e+00,6.2
-5.184e+00,7
-5.168e+00,7.8
-5.152e+00,8.6
-5.136e+00,9.4
-5.120e+00,10.2
-5.104e+00,11
-5.088e+00,11
-5.072e+00,12.6
-5.056e+00,12.6
-5.040e+00,13.4
-5.024e+00,13.4
-5.008e+00,13.4
-4.992e+00,15
-4.976e+00,15
-4.960e+00,15
-4.944e+00,15.8
-4.928e+00,15.8
-4.912e+00,15.8
-4.896e+00,15.8
-4.880e+00,15.8
-4.864e+00,15.8
-4.848e+00,15.8
-4.832e+00,15.8
-4.816e+00,15.8
-4.800e+00,15.8
-4.784e+00,15
-4.768e+00,15
-4.752e+00,15
-4.736e+00,14.2
-4.720e+00,14.2
-4.704e+00,13.4
-4.688e+00,13.4
-4.672e+00,12.6
-4.656e+00,12.6
-4.640e+00,11.8
-4.624e+00,11
-4.608e+00,10.2
-4.592e+00,9.4
-4.576e+00,9.4
-4.560e+00,7.8
-4.544e+00,7
-4.528e+00,7
-4.512e+00,5.4
-4.496e+00,5.4
-4.480e+00,4.6
-4.464e+00,3.8
-4.448e+00,3
-4.432e+00,2.2
-4.416e+00,1.4
-4.400e+00,0.6
-4.384e+00,-0.2
-4.368e+00,-1
-4.352e+00,-1.8
-4.336e+00,-2.6
-4.320e+00,-3.4
-4.304e+00,-4.2
-4.288e+00,-4.2
-4.272e+00,-5
-4.256e+00,-5.8
-4.240e+00,-6.6
-4.224e+00,-7.4
-4.208e+00,-8.2
-4.192e+00,-9
-4.176e+00,-9.8
-4.160e+00,-9.8
-4.144e+00,-10.6
-4.128e+00,-10.6
-4.112e+00,-11.4
-4.096e+00,-12.2
-4.080e+00,-12.2
-4.064e+00,-13
-4.048e+00,-13
-4.032e+00,-13
-4.016e+00,-13.8
-4.000e+00,-13.8
-3.984e+00,-13.8
-3.968e+00,-13.8
-3.952e+00,-13.8
-3.936e+00,-14.6
-3.920e+00,-14.6
-3.904e+00,-14.6
-3.888e+00,-13.8
-3.872e+00,-13.8
-3.856e+00,-13.8
-3.840e+00,-13.8
-3.824e+00,-13.8
-3.808e+00,-13
-3.792e+00,-13
-3.776e+00,-13
-3.760e+00,-13
-3.744e+00,-12.2
-3.728e+00,-11.4
-3.712e+00,-11.4
-3.696e+00,-10.6
-3.680e+00,-9.8
-3.664e+00,-9.8
-3.648e+00,-9
-3.632e+00,-8.2
-3.616e+00,-8.2
-3.600e+00,-7.4
-3.584e+00,-6.6
-3.568e+00,-6.6
-3.552e+00,-5
-3.536e+00,-5
-3.520e+00,-4.2
-3.504e+00,-3.4
-3.488e+00,-2.6
-3.472e+00,-1.8
-3.456e+00,-1.8
-3.440e+00,-1
-3.424e+00,-0.2
-3.408e+00,0.6
-3.392e+00,1.4
-3.376e+00,1.4
-3.360e+00,2.2
-3.344e+00,3
-3.328e+00,3.8
-3.312e+00,3.8
-3.296e+00,4.6
-3.280e+00,5.4
-3.264e+00,6.2
-3.248e+00,7
-3.232e+00,6.2
-3.216e+00,7.8
-3.200e+00,8.6
-3.184e+00,7.8
-3.168e+00,9.4
-3.152e+00,9.4
-3.136e+00,10.2
-3.120e+00,10.2
-3.104e+00,10.2
-3.088e+00,11
-3.072e+00,11
-3.056e+00,11
-3.040e+00,11
-3.024e+00,11.8
-3.008e+00,11.8
-2.992e+00,11.8
-2.976e+00,11.8
-2.960e+00,11.8
-2.944e+00,11.8
-2.928e+00,11.8
-2.912e+00,11.8
-2.896e+00,11.8
-2.880e+00,11
-2.864e+00,11
-2.848e+00,11
-2.832e+00,11
-2.816e+00,10.2
-2.800e+00,10.2
-2.784e+00,9.4
-2.768e+00,9.4
-2.752e+00,9.4
-2.736e+00,8.6
-2.720e+00,7.8
-2.704e+00,7.8
-2.688e+00,7
-2.672e+00,6.2
-2.656e+00,6.2
-2.640e+00,5.4
-2.624e+00,5.4
-2.608e+00,4.6
-2.592e+00,3.8
-2.576e+00,3
-2.560e+00,2.2
-2.544e+00,2.2
-2.528e+00,1.4
-2.512e+00,0.6
-2.496e+00,0.6
-2.480e+00,-0.2
-2.464e+00,-1
-2.448e+00,-1.8
-2.432e+00,-1.8
-2.416e+00,-2.6
-2.400e+00,-3.4
-2.384e+00,-3.4
-2.368e+00,-4.2
-2.352e+00,-4.2
-2.336e+00,-5
-2.320e+00,-5.8
-2.304e+00,-5.8
-2.288e+00,-6.6
-2.272e+00,-7.4
-2.256e+00,-7.4
-2.240e+00,-7.4
-2.224e+00,-8.2
-2.208e+00,-8.2
-2.192e+00,-9
-2.176e+00,-9
-2.160e+00,-9.8
-2.144e+00,-9.8
-2.128e+00,-9.8
-2.112e+00,-9.8
-2.096e+00,-10.6
-2.080e+00,-10.6
-2.064e+00,-10.6
-2.048e+00,-10.6
-2.032e+00,-10.6
-2.016e+00,-10.6
-2.000e+00,-10.6
-1.984e+00,-10.6
-1.968e+00,-10.6
-1.952e+00,-9.8
-1.936e+00,-10.6
-1.920e+00,-10.6
-1.904e+00,-9.8
-1.888e+00,-9.8
-1.872e+00,-9
-1.856e+00,-9
-1.840e+00,-9
-1.824e+00,-9
-1.808e+00,-8.2
-1.792e+00,-8.2
-1.776e+00,-7.4
-1.760e+00,-7.4
-1.744e+00,-6.6
-1.728e+00,-6.6
-1.712e+00,-5.8
-1.696e+00,-5
-1.680e+00,-5
-1.664e+00,-4.2
-1.648e+00,-4.2
-1.632e+00,-3.4
-1.616e+00,-3.4
-1.600e+00,-2.6
-1.584e+00,-1.8
-1.568e+00,-1.8
-1.552e+00,-1
-1.536e+00,-1
-1.520e+00,-0.2
-1.504e+00,0.6
-1.488e+00,1.4
-1.472e+00,1.4
-1.456e+00,2.2
-1.440e+00,2.2
-1.424e+00,3
-1.408e+00,3
-1.392e+00,3.8
-1.376e+00,4.6
-1.360e+00,4.6
-1.344e+00,5.4
-1.328e+00,5.4
-1.312e+00,6.2
-1.296e+00,6.2
-1.280e+00,6.2
-1.264e+00,7
-1.248e+00,7
-1.232e+00,7.8
-1.216e+00,7.8
-1.200e+00,7.8
-1.184e+00,8.6
-1.168e+00,8.6
-1.152e+00,8.6
-1.136e+00,8.6
-1.120e+00,8.6
-1.104e+00,9.4
-1.088e+00,8.6
-1.072e+00,9.4
-1.056e+00,8.6
-1.040e+00,8.6
-1.024e+00,9.4
-1.008e+00,9.4
-9.920e-01,8.6
-9.760e-01,8.6
-9.600e-01,7.8
-9.440e-01,7.8
-9.280e-01,7.8
-9.120e-01,7.8
-8.960e-01,7.8
-8.800e-01,7
-8.640e-01,7
-8.480e-01,6.2
-8.320e-01,6.2
-8.160e-01,6.2
-8.000e-01,5.4
-7.840e-01,5.4
-7.680e-01,4.6
-7.520e-01,4.6
-7.360e-01,4.6
-7.200e-01,3.8
-7.040e-01,3
-6.880e-01,3
-6.720e-01,2.2
-6.560e-01,1.4
-6.400e-01,1.4
-6.240e-01,1.4
-6.080e-01,0.6
-5.920e-01,0.6
-5.760e-01,-0.2
-5.600e-01,-1
-5.440e-01,-1
-5.280e-01,-1.8
-5.120e-01,-1.8
-4.960e-01,-2.6
-4.800e-01,-2.6
-4.640e-01,-3.4
-4.480e-01,-3.4
-4.320e-01,-3.4
-4.160e-01,-4.2
-4.000e-01,-4.2
-3.840e-01,-5
-3.680e-01,-5
-3.520e-01,-5.8
-3.360e-01,-5.8
-3.200e-01,-6.6
-3.040e-01,-6.6
-2.880e-01,-6.6
-2.720e-01,-6.6
-2.560e-01,-6.6
-2.400e-01,-7.4
-2.240e-01,-7.4
-2.080e-01,-7.4
-1.920e-01,-7.4
-1.760e-01,-7.4
-1.600e-01,-8.2
-1.440e-01,-7.4
-1.280e-01,-8.2
-1.120e-01,-8.2
-9.600e-02,-7.4
-8.000e-02,-8.2
-6.400e-02,-7.4
-4.800e-02,-8.2
-3.200e-02,-7.4
-1.600e-02,-7.4
1.410e-14,-7.4
1.600e-02,-7.4
3.200e-02,-6.6
4.800e-02,-6.6
6.400e-02,-6.6
8.000e-02,-5.8
9.600e-02,-5.8
1.120e-01,-5.8
1.280e-01,-5
1.440e-01,-5
1.600e-01,-4.2
1.760e-01,-4.2
1.920e-01,-4.2
2.080e-01,-3.4
2.240e-01,-3.4
2.400e-01,-3.4
2.560e-01,-2.6
2.720e-01,-2.6
2.880e-01,-1.8
3.040e-01,-1.8
3.200e-01,-1
3.360e-01,-1
3.520e-01,-0.2
3.680e-01,-0.2
3.840e-01,0.6
4.000e-01,0.6
4.160e-01,1.4
4.320e-01,1.4
4.480e-01,1.4
4.640e-01,2.2
4.800e-01,1.4
4.960e-01,2.2
5.120e-01,3
5.280e-01,3
5.440e-01,3.8
5.600e-01,3.8
5.760e-01,3.8
5.920e-01,4.6
6.080e-01,4.6
6.240e-01,4.6
6.400e-01,5.4
6.560e-01,4.6
6.720e-01,5.4
6.880e-01,6.2
7.040e-01,5.4
7.200e-01,6.2
7.360e-01,6.2
7.520e-01,6.2
7.680e-01,6.2
7.840e-01,6.2
8.000e-01,6.2
8.160e-01,6.2
8.320e-01,6.2
8.480e-01,6.2
8.640e-01,6.2
8.800e-01,6.2
8.960e-01,6.2
9.120e-01,6.2
9.280e-01,6.2
9.440e-01,6.2
9.600e-01,6.2
9.760e-01,6.2
9.920e-01,5.4
1.008e+00,5.4
1.024e+00,5.4
1.040e+00,5.4
1.056e+00,5.4
1.072e+00,4.6
1.088e+00,4.6
1.104e+00,3.8
1.120e+00,3.8
1.136e+00,3
1.152e+00,3
1.168e+00,3
1.184e+00,2.2
1.200e+00,2.2
1.216e+00,2.2
1.232e+00,1.4
1.248e+00,1.4
1.264e+00,0.6
1.280e+00,0.6
1.296e+00,0.6
1.312e+00,-0.2
1.328e+00,-0.2
1.344e+00,-1
1.360e+00,-1
1.376e+00,-1.8
1.392e+00,-1.8
1.408e+00,-1.8
1.424e+00,-1.8
1.440e+00,-2.6
1.456e+00,-2.6
1.472e+00,-3.4
1.488e+00,-3.4
1.504e+00,-3.4
1.520e+00,-4.2
1.536e+00,-4.2
1.552e+00,-4.2
1.568e+00,-4.2
1.584e+00,-4.2
1.600e+00,-4.2
1.616e+00,-5
1.632e+00,-5
1.648e+00,-5.8
1.664e+00,-5
1.680e+00,-5.8
1.696e+00,-5
1.712e+00,-5.8
1.728e+00,-5.8
1.744e+00,-5.8
1.760e+00,-5.8
1.776e+00,-5.8
1.792e+00,-5.8
1.808e+00,-5.8
1.824e+00,-5.8
1.840e+00,-5.8
1.856e+00,-5.8
1.872e+00,-5.8
1.888e+00,-5
1.904e+00,-5
1.920e+00,-5
1.936e+00,-5
1.952e+00,-5
1.968e+00,-4.2
1.984e+00,-5
2.000e+00,-4.2
2.016e+00,-4.2
2.032e+00,-4.2
2.048e+00,-3.4
2.064e+00,-4.2
2.080e+00,-2.6
2.096e+00,-2.6
2.112e+00,-3.4
2.128e+00,-2.6
2.144e+00,-1.8
2.160e+00,-1.8
2.176e+00,-1.8
